Two Reagent Formulae
Primary Effect,Side Effect,Reagents
Breach,,Lady's Smock,Beetle Scuttle
Restore Magicka,,Columbine,Corn Flower
Columbine,Lady's Smock
Corn Flower,Bugloss
Lady's Smock,Bugloss
Restore Stamina,,Blessed Thistle,Mountain Flower
Columbine,Blessed Thistle
Columbine,Dragonthorn
Mountain Flower,Dragonthorn
Speed,,Blessed Thistle,Namira's Rot
Blessed Thistle,Powdered Mother of Pearl
Blessed Thistle,Scrib Jelly
Powdered Mother of Pearl,Namira's Rot
Scrib Jelly,Namira's Rot
Lingering Health,Powdered Mother of Pearl,Scrib Jelly
Spell Critical,,Lady's Smock,Namira's Rot
Lady's Smock,Water Hyacinth
Water Hyacinth,Namira's Rot
Uncertainty,,Nirnroot,Butterfly Wing
Unstoppable,,Columbine,Namira's Rot
Columbine,Wormwood
Wormwood,Namira's Rot
Vitality,,Beetle Scuttle,Butterfly Wing
Fleshfly Larva,Beetle Scuttle
Fleshfly Larva,Butterfly Wing
Fleshfly Larva,Powdered Mother of Pearl
Fleshfly Larva,Torchbug Thorax
Torchbug Thorax,Beetle Scuttle
Torchbug Thorax,Butterfly Wing
Torchbug Thorax,Powdered Mother of Pearl
Vulnerability,,Clam Gall,Fleshfly Larva
Clam Gall,Scrib Jelly
Fleshfly Larva,Scrib Jelly
Weapon Critical,,Dragonthorn,Wormwood
Water Hyacinth,Dragonthorn
Water Hyacinth,Wormwood
